,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist_name,PeakPos,Popularity,Followers
0,0.708,https://api.spotify.com/v1/audio-analysis/4A2LfnduSTsE8u0ecYROxE,0.574,267107,0.465,4A2LfnduSTsE8u0ecYROxE,5.88E-05,2,0.0898,-8.953,1,0.0374,85.026,4,https://api.spotify.com/v1/tracks/4A2LfnduSTsE8u0ecYROxE,audio_features,spotify:track:4A2LfnduSTsE8u0ecYROxE,0.328,You Are In Love,Taylor Swift,83,96,7797740
0,0.0923,https://api.spotify.com/v1/audio-analysis/7hIRQZhDjab4YgqkkkehV9,0.484,241640,0.715,7hIRQZhDjab4YgqkkkehV9,0,2,0.112,-6.005,1,0.0478,140.073,4,https://api.spotify.com/v1/tracks/7hIRQZhDjab4YgqkkkehV9,audio_features,spotify:track:7hIRQZhDjab4YgqkkkehV9,0.313,If I Lose Myself,OneRepublic,74,88,3277714
0,0.055,https://api.spotify.com/v1/audio-analysis/7zsXy7vlHdItvUSH8EwQss,0.602,185360,0.797,7zsXy7vlHdItvUSH8EwQss,0,6,0.187,-5.084,0,0.0534,92.928,4,https://api.spotify.com/v1/tracks/7zsXy7vlHdItvUSH8EwQss,audio_features,spotify:track:7zsXy7vlHdItvUSH8EwQss,0.492,Cold,Maroon 5 Featuring Future,16,90,2813647
0,0.00541,https://api.spotify.com/v1/audio-analysis/2flWhcGYxQHhb1EeeU2dOL,0.529,207307,0.8,2flWhcGYxQHhb1EeeU2dOL,0,2,0.104,-3.726,1,0.031,100.035,4,https://api.spotify.com/v1/tracks/2flWhcGYxQHhb1EeeU2dOL,audio_features,spotify:track:2flWhcGYxQHhb1EeeU2dOL,0.687,Bar At The End Of The World,Kenny Chesney,92,77,1256782
0,0.715,https://api.spotify.com/v1/audio-analysis/586T4NFpg34rcFG3q7y2I3,0.497,202693,0.722,586T4NFpg34rcFG3q7y2I3,1.23E-06,5,0.183,-2.165,0,0.0323,86.782,4,https://api.spotify.com/v1/tracks/586T4NFpg34rcFG3q7y2I3,audio_features,spotify:track:586T4NFpg34rcFG3q7y2I3,0.414,Our Kind Of Love,Lady Antebellum,51,76,1095943
0,0.0841,https://api.spotify.com/v1/audio-analysis/5Sn6Sn0L2bD9ihdz5pbUed,0.876,340413,0.63,5Sn6Sn0L2bD9ihdz5pbUed,0,2,0.0838,-4.992,1,0.135,131.033,4,https://api.spotify.com/v1/tracks/5Sn6Sn0L2bD9ihdz5pbUed,audio_features,spotify:track:5Sn6Sn0L2bD9ihdz5pbUed,0.316,Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",46,96,4670648
0,0.103,https://api.spotify.com/v1/audio-analysis/7cioKB5CHVzk09SOtTyn0T,0.436,369040,0.534,7cioKB5CHVzk09SOtTyn0T,0.00643,1,0.507,-9.416,0,0.0773,122.822,4,https://api.spotify.com/v1/tracks/7cioKB5CHVzk09SOtTyn0T,audio_features,spotify:track:7cioKB5CHVzk09SOtTyn0T,0.325,Haunted,Taylor Swift,63,93,9371881
0,0.0848,https://api.spotify.com/v1/audio-analysis/2aksifNn5ph8igDOkPBA02,0.506,224000,0.641,2aksifNn5ph8igDOkPBA02,8.09E-06,4,0.073,-4.815,0,0.0456,171.957,3,https://api.spotify.com/v1/tracks/2aksifNn5ph8igDOkPBA02,audio_features,spotify:track:2aksifNn5ph8igDOkPBA02,0.393,Love On The Brain,Rihanna,5,95,15052889
0,0.0426,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,0.794,248413,0.811,2Foc5Q5nqNiosCNqttzHof,1.07E-06,6,0.101,-8.966,0,0.038,116.047,4,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,audio_features,spotify:track:2Foc5Q5nqNiosCNqttzHof,0.862,Get Lucky,Daft Punk Featuring Pharrell Williams,2,86,3766994
0,0.812,https://api.spotify.com/v1/audio-analysis/1PoGWZbJPGmViVi7CYbDUK,0.571,202627,0.43,1PoGWZbJPGmViVi7CYbDUK,7.99E-05,8,0.164,-7.439,1,0.0319,77.961,4,https://api.spotify.com/v1/tracks/1PoGWZbJPGmViVi7CYbDUK,audio_features,spotify:track:1PoGWZbJPGmViVi7CYbDUK,0.285,Drink A Beer,Luke Bryan,31,83,2050546
0,0.0186,https://api.spotify.com/v1/audio-analysis/40YcuQysJ0KlGQTeGUosTC,0.757,251467,0.672,40YcuQysJ0KlGQTeGUosTC,0,0,0.158,-6.524,0,0.0955,111.996,4,https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC,audio_features,spotify:track:40YcuQysJ0KlGQTeGUosTC,0.382,"Me, Myself & I",G-Eazy x Bebe Rexha,7,90,2540285
0,0.00916,https://api.spotify.com/v1/audio-analysis/66pxmg3Jhjm09tHoWR1wVR,0.612,212893,0.848,66pxmg3Jhjm09tHoWR1wVR,0,6,0.366,-3.736,1,0.0368,120.996,4,https://api.spotify.com/v1/tracks/66pxmg3Jhjm09tHoWR1wVR,audio_features,spotify:track:66pxmg3Jhjm09tHoWR1wVR,0.719,Hallelujah,Lindsey Stirling,81,77,1256783
0,0.0636,https://api.spotify.com/v1/audio-analysis/4hxPwjXNymrxLJD4YaeH1b,0.446,172102,0.759,4hxPwjXNymrxLJD4YaeH1b,0,2,0.098,-5.053,1,0.0331,170.17,4,https://api.spotify.com/v1/tracks/4hxPwjXNymrxLJD4YaeH1b,audio_features,spotify:track:4hxPwjXNymrxLJD4YaeH1b,0.56,Over You,Miranda Lambert,35,61,4660
0,0.138,https://api.spotify.com/v1/audio-analysis/4sHOAALFZiNa4wukjPSBpq,0.516,235147,0.745,4sHOAALFZiNa4wukjPSBpq,0,9,0.114,-5.674,1,0.0381,177.781,4,https://api.spotify.com/v1/tracks/4sHOAALFZiNa4wukjPSBpq,audio_features,spotify:track:4sHOAALFZiNa4wukjPSBpq,0.77,Come Back Song,Darius Rucker,37,74,565151
0,0.37,https://api.spotify.com/v1/audio-analysis/5DOR49R0fehoBmyNL8m4sN,0.645,272453,0.836,5DOR49R0fehoBmyNL8m4sN,0,2,0.125,-7.23,0,0.159,123.966,4,https://api.spotify.com/v1/tracks/5DOR49R0fehoBmyNL8m4sN,audio_features,spotify:track:5DOR49R0fehoBmyNL8m4sN,0.176,Hell Of A Night,Dustin Lynch,55,83,1378041
0,0.00954,https://api.spotify.com/v1/audio-analysis/6MAdEUilV2p9RQUqE5bMAK,0.763,231693,0.556,6MAdEUilV2p9RQUqE5bMAK,0,7,0.0496,-4.509,1,0.0387,126.985,4,https://api.spotify.com/v1/tracks/6MAdEUilV2p9RQUqE5bMAK,audio_features,spotify:track:6MAdEUilV2p9RQUqE5bMAK,0.792,Domino,Jessie J,6,78,2935048
0,0.0111,https://api.spotify.com/v1/audio-analysis/3sLBdi6Wa1qHLANpVOGiZO,0.593,219664,0.858,3sLBdi6Wa1qHLANpVOGiZO,0,9,0.163,-3.749,1,0.103,127.997,4,https://api.spotify.com/v1/tracks/3sLBdi6Wa1qHLANpVOGiZO,audio_features,spotify:track:3sLBdi6Wa1qHLANpVOGiZO,0.734,I Like How It Feels,Enrique Iglesias Featuring Pitbull & The WAV.s,74,85,4092294
0,0.00322,https://api.spotify.com/v1/audio-analysis/17Q87zeXgsAi9iQQbMu9v0,0.592,202451,0.455,17Q87zeXgsAi9iQQbMu9v0,3.72E-05,1,0.154,-7.698,1,0.393,146.316,4,https://api.spotify.com/v1/tracks/17Q87zeXgsAi9iQQbMu9v0,audio_features,spotify:track:17Q87zeXgsAi9iQQbMu9v0,0.0633,Summer Sixteen,Drake,6,99,13839338
0,0.0389,https://api.spotify.com/v1/audio-analysis/4yL5WpJZmoxAV4udhE55VY,0.387,225413,0.861,4yL5WpJZmoxAV4udhE55VY,0.00047,4,0.1,-5.529,1,0.0413,177.94,4,https://api.spotify.com/v1/tracks/4yL5WpJZmoxAV4udhE55VY,audio_features,spotify:track:4yL5WpJZmoxAV4udhE55VY,0.482,Country Nation,Brad Paisley,94,74,933876
0,0.0808,https://api.spotify.com/v1/audio-analysis/6xSsJNkReuJzerqcIlBzBi,0.739,287851,0.616,6xSsJNkReuJzerqcIlBzBi,0,8,0.0759,-7.246,1,0.0621,129.016,4,https://api.spotify.com/v1/tracks/6xSsJNkReuJzerqcIlBzBi,audio_features,spotify:track:6xSsJNkReuJzerqcIlBzBi,0.341,I Bet,Ciara,43,75,1817703
0,0.111,https://api.spotify.com/v1/audio-analysis/1W7zkKgRv9mrLbfdQ8XyH3,0.439,177029,0.447,1W7zkKgRv9mrLbfdQ8XyH3,0,10,0.303,-8.318,0,0.0436,121.48,4,https://api.spotify.com/v1/tracks/1W7zkKgRv9mrLbfdQ8XyH3,audio_features,spotify:track:1W7zkKgRv9mrLbfdQ8XyH3,0.11,Gangsta,Kehlani,41,0,314179
0,0.0278,https://api.spotify.com/v1/audio-analysis/73hlXep4OHLx28ewDZXexh,0.567,206640,0.838,73hlXep4OHLx28ewDZXexh,1.27E-06,0,0.0912,-4.582,1,0.0286,144.051,4,https://api.spotify.com/v1/tracks/73hlXep4OHLx28ewDZXexh,audio_features,spotify:track:73hlXep4OHLx28ewDZXexh,0.803,Beers Ago,Toby Keith,52,72,673657
0,0.00392,https://api.spotify.com/v1/audio-analysis/3stOygN0I7CIvkEB2LJGbv,0.452,272417,0.894,3stOygN0I7CIvkEB2LJGbv,0,2,0.124,-2.988,1,0.224,176.097,4,https://api.spotify.com/v1/tracks/3stOygN0I7CIvkEB2LJGbv,audio_features,spotify:track:3stOygN0I7CIvkEB2LJGbv,0.431,Survival,Eminem,16,96,11500429
0,0.477,https://api.spotify.com/v1/audio-analysis/19cL3SOKpwnwoKkII7U3Wh,0.712,218228,0.763,19cL3SOKpwnwoKkII7U3Wh,0.00118,7,0.114,-6.254,1,0.0867,142.031,4,https://api.spotify.com/v1/tracks/19cL3SOKpwnwoKkII7U3Wh,audio_features,spotify:track:19cL3SOKpwnwoKkII7U3Wh,0.503,Geronimo,Sheppard,53,65,156260
0,3.62E-05,https://api.spotify.com/v1/audio-analysis/4hml622B6H03mqON7freWB,0.464,230107,0.993,4hml622B6H03mqON7freWB,0.0076,7,0.95,-4.281,1,0.0957,93.528,4,https://api.spotify.com/v1/tracks/4hml622B6H03mqON7freWB,audio_features,spotify:track:4hml622B6H03mqON7freWB,0.204,Live For The Night,Krewella,100,74,945432
0,0.221,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.87,204502,0.488,4Ro98RCK90oHqqSZUnTFq5,0,6,0.0767,-5.586,1,0.0537,106.008,4,https://api.spotify.com/v1/tracks/4Ro98RCK90oHqqSZUnTFq5,audio_features,spotify:track:4Ro98RCK90oHqqSZUnTFq5,0.519,Strip,Chris Brown Featuring Kevin K-MAC McCall,37,85,614317
0,0.254,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,0.397,354320,0.396,7tFiyTwD0nx5a1eklYtX2J,0,3,0.268,-9.91,1,0.05,142.913,4,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,audio_features,spotify:track:7tFiyTwD0nx5a1eklYtX2J,0.227,Bohemian Rhapsody,Panic! At The Disco,64,87,5121810
0,0.0111,https://api.spotify.com/v1/audio-analysis/5f5r2N4Lp9WoULWPH9zp2W,0.636,228438,0.568,5f5r2N4Lp9WoULWPH9zp2W,0,1,0.117,-8.441,1,0.419,82.495,4,https://api.spotify.com/v1/tracks/5f5r2N4Lp9WoULWPH9zp2W,audio_features,spotify:track:5f5r2N4Lp9WoULWPH9zp2W,0.438,Can't Have Everything,Drake,82,99,13839338
0,0.0159,https://api.spotify.com/v1/audio-analysis/4d2hD63oUGU3s7L66JD0BE,0.792,237267,0.856,4d2hD63oUGU3s7L66JD0BE,2.88E-06,11,0.0981,-5.236,0,0.067,127.988,4,https://api.spotify.com/v1/tracks/4d2hD63oUGU3s7L66JD0BE,audio_features,spotify:track:4d2hD63oUGU3s7L66JD0BE,0.714,Dance Again,Jennifer Lopez Featuring Pitbull,17,82,3021729
0,0.0795,https://api.spotify.com/v1/audio-analysis/273dCMFseLcVsoSWx59IoE,0.65,211933,0.793,273dCMFseLcVsoSWx59IoE,1.30E-05,7,0.168,-6.083,1,0.185,170.101,4,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,audio_features,spotify:track:273dCMFseLcVsoSWx59IoE,0.29,Blood.,Kendrick Lamar,54,96,7797747
0,0.00446,https://api.spotify.com/v1/audio-analysis/6tS3XVuOyu10897O3ae7bi,0.791,234653,0.754,6tS3XVuOyu10897O3ae7bi,0,0,0.163,-3.729,1,0.0569,125.014,4,https://api.spotify.com/v1/tracks/6tS3XVuOyu10897O3ae7bi,audio_features,spotify:track:6tS3XVuOyu10897O3ae7bi,0.425,California Gurls,Katy Perry Featuring Snoop Dogg,1,90,7495555
0,0.0134,https://api.spotify.com/v1/audio-analysis/4f3NHOxgC8Bg21IJBg4cZ3,0.875,169160,0.963,4f3NHOxgC8Bg21IJBg4cZ3,0.263,4,0.212,-0.858,1,0.147,128.116,4,https://api.spotify.com/v1/tracks/4f3NHOxgC8Bg21IJBg4cZ3,audio_features,spotify:track:4f3NHOxgC8Bg21IJBg4cZ3,0.757,Freaks,French Montana Featuring Nicki Minaj,77,73,223491
0,0.101,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,0.258,239000,0.437,1j4kHkkpqZRBwE0A4CN4Yv,1.27E-06,11,0.106,-6.593,0,0.039,180.043,4,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,audio_features,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,0.0967,Radio,Darius Rucker,65,91,2321964
0,0.0802,https://api.spotify.com/v1/audio-analysis/2sLwPnIP3CUVmIuHranJZU,0.697,193296,0.621,2sLwPnIP3CUVmIuHranJZU,0,9,0.162,-6.886,0,0.25,81.946,4,https://api.spotify.com/v1/tracks/2sLwPnIP3CUVmIuHranJZU,audio_features,spotify:track:2sLwPnIP3CUVmIuHranJZU,0.721,Wiggle,Jason Derulo Featuring Snoop Dogg,5,89,3802151
0,0.914,https://api.spotify.com/v1/audio-analysis/4VuS959DSpr82t3qBqCrWG,0.589,221107,0.242,4VuS959DSpr82t3qBqCrWG,0,6,0.0887,-10.517,1,0.0442,89.749,4,https://api.spotify.com/v1/tracks/4VuS959DSpr82t3qBqCrWG,audio_features,spotify:track:4VuS959DSpr82t3qBqCrWG,0.257,Supermarket Flowers,Ed Sheeran,75,99,13745061
0,0.0126,https://api.spotify.com/v1/audio-analysis/4lY95OMGb9WxP6IYut64ir,0.519,277720,0.808,4lY95OMGb9WxP6IYut64ir,0,10,0.105,-4.097,1,0.0383,107.505,4,https://api.spotify.com/v1/tracks/4lY95OMGb9WxP6IYut64ir,audio_features,spotify:track:4lY95OMGb9WxP6IYut64ir,0.251,Shake It Out,Florence + The Machine,72,80,3242577
0,0.357,https://api.spotify.com/v1/audio-analysis/10M2Ex445zw585Ducldzkw,0.599,224853,0.542,10M2Ex445zw585Ducldzkw,0,10,0.104,-7.274,1,0.0304,148.003,4,https://api.spotify.com/v1/tracks/10M2Ex445zw585Ducldzkw,audio_features,spotify:track:10M2Ex445zw585Ducldzkw,0.383,In Case You Didn't Know,Brett Young,19,76,97014
0,0.929,https://api.spotify.com/v1/audio-analysis/1OMdL6Ut9yYWgq05eUKGuq,0.423,186974,0.223,1OMdL6Ut9yYWgq05eUKGuq,0.906,5,0.125,-15.328,0,0.0289,137.169,3,https://api.spotify.com/v1/tracks/1OMdL6Ut9yYWgq05eUKGuq,audio_features,spotify:track:1OMdL6Ut9yYWgq05eUKGuq,0.0379,Pretending,Glee Cast,40,58,2573
0,0.521,https://api.spotify.com/v1/audio-analysis/5FDh0G5oQ2UD9JxWiDCT1x,0.658,257387,0.475,5FDh0G5oQ2UD9JxWiDCT1x,0.0067,7,0.176,-11.703,1,0.0292,153.851,4,https://api.spotify.com/v1/tracks/5FDh0G5oQ2UD9JxWiDCT1x,audio_features,spotify:track:5FDh0G5oQ2UD9JxWiDCT1x,0.685,Paper Doll,John Mayer,77,86,2452877
0,0.159,https://api.spotify.com/v1/audio-analysis/1vjx9wZEyhhM1VRmIoDiRk,0.601,251227,0.682,1vjx9wZEyhhM1VRmIoDiRk,0,1,0.0786,-4.548,1,0.0282,111.006,4,https://api.spotify.com/v1/tracks/1vjx9wZEyhhM1VRmIoDiRk,audio_features,spotify:track:1vjx9wZEyhhM1VRmIoDiRk,0.337,Don't Let Me Be Lonely,The Band Perry,59,64,529973
0,0.0265,https://api.spotify.com/v1/audio-analysis/20fAoPjfYltmd3K3bO7gbt,0.729,171333,0.672,20fAoPjfYltmd3K3bO7gbt,0,7,0.244,-6.749,1,0.282,159.903,4,https://api.spotify.com/v1/tracks/20fAoPjfYltmd3K3bO7gbt,audio_features,spotify:track:20fAoPjfYltmd3K3bO7gbt,0.595,Stick Talk,Future,91,96,4670660
0,0.146,https://api.spotify.com/v1/audio-analysis/7yz6wjkAV0ZByLrlcrMkAx,0.885,250773,0.615,7yz6wjkAV0ZByLrlcrMkAx,0,8,0.0651,-6.714,1,0.123,97.999,4,https://api.spotify.com/v1/tracks/7yz6wjkAV0ZByLrlcrMkAx,audio_features,spotify:track:7yz6wjkAV0ZByLrlcrMkAx,0.598,Act Right,Yo Gotti Featuring Jeezy & YG,100,86,1116531
0,0.0525,https://api.spotify.com/v1/audio-analysis/5HQVUIKwCEXpe7JIHyY734,0.715,207333,0.655,5HQVUIKwCEXpe7JIHyY734,0,0,0.115,-6.425,1,0.137,95.078,4,https://api.spotify.com/v1/tracks/5HQVUIKwCEXpe7JIHyY734,audio_features,spotify:track:5HQVUIKwCEXpe7JIHyY734,0.531,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,7,87,2803109
0,0.000343,https://api.spotify.com/v1/audio-analysis/46BMGjAnLVVR1gZcayw93j,0.478,217707,0.927,46BMGjAnLVVR1gZcayw93j,0,0,0.359,-4.266,1,0.047,125.346,4,https://api.spotify.com/v1/tracks/46BMGjAnLVVR1gZcayw93j,audio_features,spotify:track:46BMGjAnLVVR1gZcayw93j,0.775,I'm Not Gonna Teach Your Boyfriend To Dance With You,Glee Cast,72,50,47406
0,0.00986,https://api.spotify.com/v1/audio-analysis/6VwBbL8CzPiC4QV66ay7oR,0.658,323747,0.592,6VwBbL8CzPiC4QV66ay7oR,4.21E-06,11,0.377,-5.203,0,0.0318,114.058,4,https://api.spotify.com/v1/tracks/6VwBbL8CzPiC4QV66ay7oR,audio_features,spotify:track:6VwBbL8CzPiC4QV66ay7oR,0.323,Wicked Games,The Weeknd,53,95,8247005
0,0.35,https://api.spotify.com/v1/audio-analysis/6hr4weuSidHy2LNMw8UVJ2,0.691,198907,0.336,6hr4weuSidHy2LNMw8UVJ2,0.000684,0,0.119,-10.843,1,0.0392,135.954,4,https://api.spotify.com/v1/tracks/6hr4weuSidHy2LNMw8UVJ2,audio_features,spotify:track:6hr4weuSidHy2LNMw8UVJ2,0.613,Like A Wrecking Ball,Eric Church,51,78,1087151
0,0.0832,https://api.spotify.com/v1/audio-analysis/03fT3OHB9KyMtGMt2zwqCT,0.51,226867,0.898,03fT3OHB9KyMtGMt2zwqCT,0,11,0.071,-3.15,1,0.0696,144.056,4,https://api.spotify.com/v1/tracks/03fT3OHB9KyMtGMt2zwqCT,audio_features,spotify:track:03fT3OHB9KyMtGMt2zwqCT,0.596,Crash My Party,Luke Bryan,18,83,2050550
0,0.857,https://api.spotify.com/v1/audio-analysis/6Vc5wAMmXdKIAM7WUoEb7N,0.407,229400,0.147,6Vc5wAMmXdKIAM7WUoEb7N,2.89E-06,2,0.0913,-8.822,1,0.0355,141.284,3,https://api.spotify.com/v1/tracks/6Vc5wAMmXdKIAM7WUoEb7N,audio_features,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,0.0765,Something Big,Shawn Mendes,80,72,250586
0,0.0935,https://api.spotify.com/v1/audio-analysis/1vvNmPOiUuyCbgWmtc6yfm,0.819,219160,0.913,1vvNmPOiUuyCbgWmtc6yfm,3.72E-05,4,0.161,-3.059,0,0.0427,119.989,4,https://api.spotify.com/v1/tracks/1vvNmPOiUuyCbgWmtc6yfm,audio_features,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,0.536,My Way,Calvin Harris,24,91,8374604
